#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ewg	cnc	3236529	3236309	FBpp0300529	FBpp0297671	0	0	0	0	0	0.256	0	0.739	0.798
dm	Mnt	3237064	3235327	FBpp0303995	FBpp0291035	0	0	0	0	0.109	0.476	0	0.597	0.795
shn	Med	3233266	3231597	FBpp0089118	FBpp0085176	0	0	0	0	0.051	0.070	0	0.785	0.793
Trl	Ssrp	3237459	3224944	FBpp0305260	FBpp0072151	0	0	0	0	0	0.771	0	0.136	0.793
abd-A	Abd-B	3230344	3230343	FBpp0082829	FBpp0082826	0	0	0	0.596	0.101	0.635	0	0.982	0.793
Hey	N	3232945	3224059	FBpp0087945	FBpp0070483	0	0	0	0	0	0.101	0	0.778	0.792
cnc	foxo	3236309	3236007	FBpp0297671	FBpp0293589	0	0	0	0	0.053	0	0	0.787	0.790
dpn	sc	3232916	3223853	FBpp0087879	FBpp0070072	0	0	0	0	0	0.489	0	0.605	0.790
zen	vfl	3229475	3226160	FBpp0081170	FBpp0074576	0	0	0	0	0	0.049	0	0.787	0.789
hth	Dfd	3229770	3229461	FBpp0081732	FBpp0081138	0	0	0	0	0	0.522	0	0.575	0.788
Myb	Jra	3233299	3232726	FBpp0089402	FBpp0087498	0	0	0	0	0	0.134	0	0.766	0.788
Mnt	bigmax	3235327	3231255	FBpp0291035	FBpp0084543	0	0	0	0	0	0.100	0	0.774	0.788
ttk	N	3231602	3224059	FBpp0085186	FBpp0070483	0	0	0	0	0.091	0.476	0	0.591	0.788
tup	exex	3229221	3227116	FBpp0080661	FBpp0076468	0	0	0	0	0.047	0.053	0	0.784	0.788
nau	cad	3230900	3229371	FBpp0083863	FBpp0080942	0	0	0	0	0.047	0	0	0.785	0.786
Hey	Su(H)	3232945	3229031	FBpp0087945	FBpp0080261	0	0	0	0	0	0	0	0.783	0.783
br	Eip74EF	3234909	3233573	FBpp0289656	FBpp0099825	0	0	0	0	0.142	0	0	0.750	0.776
Mef2	Tbp	3232741	3224643	FBpp0087529	FBpp0071596	0	0	0	0	0	0.510	0	0.560	0.775
sd	N	3236737	3224059	FBpp0301994	FBpp0070483	0	0	0	0	0.090	0.428	0	0.596	0.771
grn	eve	3234744	3232718	FBpp0289317	FBpp0087478	0	0	0	0	0.053	0.476	0	0.574	0.770
Mad	pan	3237271	3233954	FBpp0304648	FBpp0111569	0	0	0	0	0	0.509	0	0.547	0.768
en	slp2	3232592	3227474	FBpp0087197	FBpp0077189	0	0	0	0	0.047	0.050	0	0.764	0.767
Sry-beta	CG12219	3231456	3224282	FBpp0084922	FBpp0070886	0	0	0	0	0.108	0	0	0.750	0.767
Dll	mirr	3234768	3226707	FBpp0289353	FBpp0075643	0	0	0	0	0	0.636	0	0.384	0.766
CG12391	CG1792	3232653	3231598	FBpp0087300	FBpp0085180	0	0	0	0	0.109	0	0	0.749	0.766
oc	hb	3237101	3229620	FBpp0304126	FBpp0081431	0	0	0	0	0	0.051	0	0.762	0.765
tin	hth	3230690	3229770	FBpp0083485	FBpp0081732	0	0	0	0	0	0.070	0	0.756	0.764
hb	slp1	3229620	3227473	FBpp0081431	FBpp0077188	0	0	0	0	0	0.100	0	0.749	0.764
Sox15	GATAe	3232343	3230267	FBpp0086702	FBpp0082672	0	0	0	0	0.049	0.164	0	0.727	0.764
Abd-B	caup	3230343	3226705	FBpp0082826	FBpp0075641	0	0	0	0	0.046	0.636	0	0.375	0.764
usp	br	3237683	3234909	FBpp0305937	FBpp0289656	0	0	0	0	0	0	0	0.763	0.763
fkh	cad	3234823	3229371	FBpp0289487	FBpp0080942	0	0	0	0	0.046	0.052	0	0.759	0.763
CG12391	CG12219	3232653	3224282	FBpp0087300	FBpp0070886	0	0	0	0	0.091	0	0	0.750	0.763
CG4820	Sry-beta	3234140	3231456	FBpp0112133	FBpp0084922	0	0	0	0	0.091	0	0	0.750	0.763
Abd-B	Ubx	3230343	3230325	FBpp0082826	FBpp0082793	0	0	0	0.621	0	0.635	0	0.919	0.762
CrebB-17A	Atf3	3226027	3223936	FBpp0074326	FBpp0070234	0	0	0	0	0.053	0.100	0	0.744	0.762
slp1	run	3227473	3227366	FBpp0077188	FBpp0076971	0	0	0	0	0	0.066	0	0.754	0.761
CG10431	CG2116	3229232	3224387	FBpp0080678	FBpp0071103	0	0	0	0	0	0	0	0.761	0.761
Mef2	lmd	3232741	3230853	FBpp0087529	FBpp0083757	0	0	0	0	0	0.130	0	0.737	0.761
eve	twi	3232718	3224776	FBpp0087478	FBpp0071864	0	0	0	0	0	0	0	0.759	0.759
Su(H)	schlank	3229031	3224286	FBpp0080261	FBpp0070899	0	0	0	0	0	0	0	0.759	0.759
sbb	tll	3235243	3231532	FBpp0290765	FBpp0085071	0	0	0	0	0	0.480	0	0.555	0.759
ss	tj	3236168	3235279	FBpp0297168	FBpp0290883	0	0	0	0	0	0.276	0	0.681	0.759
Kr	cad	3237497	3229371	FBpp0305365	FBpp0080942	0	0	0	0	0	0.050	0	0.756	0.758
ftz	slp2	3229462	3227474	FBpp0081139	FBpp0077189	0	0	0	0	0	0.069	0	0.751	0.758
fkh	pnr	3234823	3230268	FBpp0289487	FBpp0082675	0	0	0	0	0.047	0.237	0	0.694	0.758
sv	lz	3233094	3224470	FBpp0088366	FBpp0071255	0	0	0	0	0	0.483	0	0.548	0.757
foxo	pan	3236007	3233954	FBpp0293589	FBpp0111569	0	0	0	0	0	0.528	0	0.504	0.756
cnc	Dfd	3236309	3229461	FBpp0297671	FBpp0081138	0	0	0	0	0	0.480	0	0.548	0.755
nau	org-1	3230900	3224435	FBpp0083863	FBpp0071187	0	0	0	0	0.053	0	0	0.751	0.754
CG4820	CG12391	3234140	3232653	FBpp0112133	FBpp0087300	0	0	0	0	0.054	0	0	0.750	0.753
usp	Eip74EF	3237683	3233573	FBpp0305937	FBpp0099825	0	0	0	0	0	0.058	0	0.749	0.753
ab	kn	3237332	3234005	FBpp0304816	FBpp0111722	0	0	0	0	0	0.476	0	0.547	0.752
cad	twi	3229371	3224776	FBpp0080942	FBpp0071864	0	0	0	0	0	0	0	0.752	0.752
ftz	hkb	3229462	3228182	FBpp0081139	FBpp0078591	0	0	0	0	0	0.049	0	0.750	0.752
Abd-B	mirr	3230343	3226707	FBpp0082826	FBpp0075643	0	0	0	0	0.046	0.636	0	0.344	0.752
ind	D	3237702	3226619	FBpp0306007	FBpp0075488	0	0	0	0	0	0.480	0	0.541	0.751
cad	hkb	3229371	3228182	FBpp0080942	FBpp0078591	0	0	0	0	0	0.050	0	0.748	0.751
ems	slp1	3230090	3227473	FBpp0082326	FBpp0077188	0	0	0	0	0.046	0.052	0	0.747	0.751
GATAe	bin	3230267	3227177	FBpp0082672	FBpp0076609	0	0	0	0	0	0.143	0	0.721	0.751
sv	tup	3233094	3229221	FBpp0088366	FBpp0080661	0	0	0	0	0.083	0.069	0	0.732	0.751
BtbVII	CG4282	3236445	3232145	FBpp0298307	FBpp0086288	0	0	0	0	0	0	0	0.750	0.750
br	Met	3234909	3225536	FBpp0289656	FBpp0073368	0	0	0	0	0	0.476	0	0.544	0.750
GATAe	tup	3230267	3229221	FBpp0082672	FBpp0080661	0	0	0	0	0.051	0.318	0	0.646	0.750
Ubx	hb	3230325	3229620	FBpp0082793	FBpp0081431	0	0	0	0	0	0.049	0	0.748	0.750
CG12391	CG30431	3232653	3231666	FBpp0087300	FBpp0085335	0	0	0	0	0	0	0	0.749	0.749
Abd-B	Hand	3230343	3228715	FBpp0082826	FBpp0079662	0	0	0	0	0.046	0.110	0	0.728	0.748
EcR	Sox14	3235496	3224895	FBpp0291631	FBpp0072066	0	0	0	0	0	0.529	0	0.488	0.748
fkh	pan	3234823	3233954	FBpp0289487	FBpp0111569	0	0	0	0	0.073	0.137	0	0.711	0.748
Mef2	tup	3232741	3229221	FBpp0087529	FBpp0080661	0	0	0	0	0	0.149	0	0.717	0.748
Abd-B	bab1	3230343	3225136	FBpp0082826	FBpp0072538	0	0	0	0	0	0	0	0.747	0.747
nau	tup	3230900	3229221	FBpp0083863	FBpp0080661	0	0	0	0	0	0	0	0.746	0.746
trh	fkh	3237711	3234823	FBpp0306032	FBpp0289487	0	0	0	0	0.049	0.173	0	0.703	0.746
bigmax	Max	3231255	3226257	FBpp0084543	FBpp0074785	0	0	0	0	0.050	0.100	0	0.725	0.745
oc	slp2	3237101	3227474	FBpp0304126	FBpp0077189	0	0	0	0	0.047	0.054	0	0.740	0.745
oc	slp1	3237101	3227473	FBpp0304126	FBpp0077188	0	0	0	0	0.047	0.054	0	0.739	0.744
Trl	ttk	3237459	3231602	FBpp0305260	FBpp0085186	0	0	0	0.579	0.073	0.615	0	0.757	0.744
pb	Abd-B	3233084	3230343	FBpp0088333	FBpp0082826	0	0	0	0.587	0.047	0.603	0	0.856	0.744
da	dpn	3237227	3232916	FBpp0304504	FBpp0087879	0	0	0	0	0	0.508	0	0.502	0.744
Hr46	cyc	3235495	3226217	FBpp0291630	FBpp0074693	0	0	0	0	0	0.345	0	0.623	0.743
Blimp-1	sv	3237122	3233094	FBpp0304191	FBpp0088366	0	0	0	0	0	0.049	0	0.741	0.743
prd	slp1	3228836	3227473	FBpp0079882	FBpp0077188	0	0	0	0	0.053	0.048	0	0.736	0.741
tll	slp2	3231532	3227474	FBpp0085071	FBpp0077189	0	0	0	0	0.083	0.100	0	0.711	0.741
sd	Jra	3236737	3232726	FBpp0301994	FBpp0087498	0	0	0	0	0	0.435	0	0.558	0.739
sd	hth	3236737	3229770	FBpp0301994	FBpp0081732	0	0	0	0	0.100	0	0	0.720	0.738
fkh	CTCF	3234823	3227163	FBpp0289487	FBpp0076588	0	0	0	0	0	0.100	0	0.721	0.738
Mef2	N	3232741	3224059	FBpp0087529	FBpp0070483	0	0	0	0	0	0.100	0	0.718	0.736
da	sens	3237227	3226676	FBpp0304504	FBpp0075596	0	0	0	0	0	0.489	0	0.505	0.736
pho	tin	3233074	3230690	FBpp0088268	FBpp0083485	0	0	0	0	0	0.062	0	0.729	0.735
caup	N	3226705	3224059	FBpp0075641	FBpp0070483	0	0	0	0	0	0.476	0	0.513	0.734
sd	Mef2	3236737	3232741	FBpp0301994	FBpp0087529	0	0	0	0	0	0.508	0	0.475	0.731
ss	hth	3236168	3229770	FBpp0297168	FBpp0081732	0	0	0	0	0.053	0	0	0.727	0.731
Dll	sv	3234768	3233094	FBpp0289353	FBpp0088366	0	0	0	0	0	0.064	0	0.725	0.731
Blimp-1	ftz-f1	3237122	3226294	FBpp0304191	FBpp0074853	0	0	0	0	0.046	0	0	0.730	0.731
fkh	ey	3234823	3233568	FBpp0289487	FBpp0099810	0	0	0	0	0.103	0.048	0	0.708	0.729
tin	org-1	3230690	3224435	FBpp0083485	FBpp0071187	0	0	0	0	0.060	0.197	0	0.669	0.729
tin	bin	3230690	3227177	FBpp0083485	FBpp0076609	0	0	0	0	0.047	0.100	0	0.707	0.727
hth	lab	3229770	3229491	FBpp0081732	FBpp0081194	0	0	0	0	0.051	0.491	0	0.479	0.726
grn	N	3234744	3224059	FBpp0289317	FBpp0070483	0	0	0	0	0.046	0.092	0	0.709	0.726
slp2	gsb-n	3227474	3225061	FBpp0077189	FBpp0072363	0	0	0	0	0.071	0.048	0	0.714	0.725
Hr46	Met	3235495	3225536	FBpp0291630	FBpp0073368	0	0	0	0	0	0.345	0	0.596	0.724
Med	N	3231597	3224059	FBpp0085176	FBpp0070483	0	0	0	0	0	0.057	0	0.719	0.724
nau	pnr	3230900	3230268	FBpp0083863	FBpp0082675	0	0	0	0	0	0	0	0.723	0.723
ss	Antp	3236168	3229473	FBpp0297168	FBpp0081161	0	0	0	0	0	0.480	0	0.487	0.722
Antp	N	3229473	3224059	FBpp0081161	FBpp0070483	0	0	0	0	0	0.461	0	0.503	0.720
scrt	dpn	3237490	3232916	FBpp0305342	FBpp0087879	0	0	0	0	0	0.476	0	0.485	0.718
CG4328	hth	3235114	3229770	FBpp0290293	FBpp0081732	0	0	0	0	0	0.354	0	0.580	0.717
slp1	gsb-n	3227473	3225061	FBpp0077188	FBpp0072363	0	0	0	0	0	0.048	0	0.714	0.717
ab	EcR	3237332	3235496	FBpp0304816	FBpp0291631	0	0	0	0	0	0.476	0	0.482	0.716
eve	zfh1	3232718	3231529	FBpp0087478	FBpp0085063	0	0	0	0	0	0.476	0	0.482	0.716
Su(H)	ac	3229031	3223852	FBpp0080261	FBpp0070071	0	0	0	0	0	0.114	0	0.692	0.715
cad	fd59A	3229371	3224753	FBpp0080942	FBpp0071809	0	0	0	0	0.043	0.052	0	0.712	0.715
HLHmdelta	N	3231146	3224059	FBpp0084328	FBpp0070483	0	0	0	0	0	0.433	0	0.516	0.714
CG15514	CG11723	3231439	3227645	FBpp0084889	FBpp0077524	0	0	0	0	0.091	0	0	0.699	0.714
da	net	3237227	3234563	FBpp0304504	FBpp0288762	0	0	0	0	0.043	0.689	0	0.117	0.714
Dll	sens	3234768	3226676	FBpp0289353	FBpp0075596	0	0	0	0	0.046	0.050	0	0.710	0.714
en	N	3232592	3224059	FBpp0087197	FBpp0070483	0	0	0	0	0.047	0	0	0.712	0.713
ss	bab2	3236168	3225135	FBpp0297168	FBpp0072535	0	0	0	0	0	0	0	0.713	0.713
grn	Rel	3234744	3233097	FBpp0289317	FBpp0088375	0	0	0	0	0.043	0.049	0	0.710	0.713
Trl	corto	3237459	3236520	FBpp0305260	FBpp0300441	0	0	0	0	0	0.461	0	0.488	0.712
zen	twi	3229475	3224776	FBpp0081170	FBpp0071864	0	0	0	0	0	0.057	0	0.706	0.711
hb	vfl	3229620	3226160	FBpp0081431	FBpp0074576	0	0	0	0	0.109	0	0	0.690	0.711
cic	hkb	3235998	3228182	FBpp0293566	FBpp0078591	0	0	0	0	0	0.070	0	0.701	0.710
ems	acj6	3230090	3225779	FBpp0082326	FBpp0073832	0	0	0	0	0.053	0.508	0	0.425	0.709
tj	Hr51	3235279	3234273	FBpp0290883	FBpp0112948	0	0	0	0	0	0.050	0	0.707	0.709
ttk	run	3231602	3227366	FBpp0085186	FBpp0076971	0	0	0	0	0	0.461	0	0.481	0.708
tj	ey	3235279	3233568	FBpp0290883	FBpp0099810	0	0	0	0	0.051	0.385	0	0.541	0.708
prd	slp2	3228836	3227474	FBpp0079882	FBpp0077189	0	0	0	0	0.053	0.048	0	0.701	0.707
da	sage	3237227	3229639	FBpp0304504	FBpp0081462	0	0	0	0	0.043	0.689	0	0.096	0.707
bcd	slp1	3229474	3227473	FBpp0081168	FBpp0077188	0	0	0	0	0	0.069	0	0.698	0.707
EcR	ftz-f1	3235496	3226294	FBpp0291631	FBpp0074853	0	0	0	0.566	0.055	0.586	0	0.657	0.706
grn	Myb	3234744	3233299	FBpp0289317	FBpp0089402	0	0	0	0	0.044	0.141	0	0.671	0.706
Sry-delta	CG12219	3231458	3224282	FBpp0084924	FBpp0070886	0	0	0	0	0.066	0	0	0.698	0.705
cad	N	3229371	3224059	FBpp0080942	FBpp0070483	0	0	0	0	0	0.047	0	0.702	0.704
cnc	tj	3236309	3235279	FBpp0297671	FBpp0290883	0	0	0	0	0	0.182	0	0.654	0.704
Mad	hth	3237271	3229770	FBpp0304648	FBpp0081732	0	0	0	0	0.053	0.100	0	0.679	0.703
bcd	cad	3229474	3229371	FBpp0081168	FBpp0080942	0	0	0	0.565	0.075	0.490	0	0.912	0.703
CG4820	Sry-delta	3234140	3231458	FBpp0112133	FBpp0084924	0	0	0	0	0.055	0	0	0.699	0.703
sens	N	3226676	3224059	FBpp0075596	FBpp0070483	0	0	0	0	0	0.049	0	0.699	0.702
nau	prd	3230900	3228836	FBpp0083863	FBpp0079882	0	0	0	0	0.053	0.122	0	0.671	0.702
fkh	HHEX	3234823	3230676	FBpp0289487	FBpp0083439	0	0	0	0	0.048	0.048	0	0.697	0.701
Trl	phol	3237459	3226979	FBpp0305260	FBpp0076203	0	0	0	0	0	0	0	0.700	0.700
Ubx	CTCF	3230325	3227163	FBpp0082793	FBpp0076588	0	0	0	0	0	0.049	0	0.698	0.700
Eip78C	foxo	3236217	3236007	FBpp0297287	FBpp0293589	0	0	0	0	0	0.101	0	0.680	0.700
CG32006	dmrt93B	3233067	3230660	FBpp0088237	FBpp0083410	0	0	0	0	0	0.048	0	0.698	0.700
cnc	fkh	3236309	3234823	FBpp0297671	FBpp0289487	0	0	0	0	0	0	0	0.699	0.699
Trl	pho	3237459	3233074	FBpp0305260	FBpp0088268	0	0	0	0	0	0	0	0.699	0.699
Trl	CTCF	3237459	3227163	FBpp0305260	FBpp0076588	0	0	0	0	0	0	0	0.699	0.699
schlank	N	3224286	3224059	FBpp0070899	FBpp0070483	0	0	0	0	0	0	0	0.698	0.698
eve	hkb	3232718	3228182	FBpp0087478	FBpp0078591	0	0	0	0	0	0.047	0	0.696	0.698
Eip75B	Eip78C	3236322	3236217	FBpp0297726	FBpp0297287	0	0	0	0.636	0.586	0.071	0	0.697	0.698
nau	Hand	3230900	3228715	FBpp0083863	FBpp0079662	0	0	0	0	0	0.508	0	0.411	0.698
kni	vfl	3227870	3226160	FBpp0077941	FBpp0074576	0	0	0	0	0	0	0	0.697	0.697
vri	Pdp1	3228239	3227125	FBpp0078706	FBpp0076495	0	0	0	0.550	0	0.476	0	0.941	0.697
sna	kni	3229047	3227870	FBpp0080298	FBpp0077941	0	0	0	0	0	0	0	0.695	0.695
Ubx	N	3230325	3224059	FBpp0082793	FBpp0070483	0	0	0	0	0	0.432	0	0.486	0.695
fru	N	3235189	3224059	FBpp0290499	FBpp0070483	0	0	0	0	0	0.430	0	0.486	0.695
EcR	Hr39	3235496	3229398	FBpp0291631	FBpp0081008	0	0	0	0.565	0.107	0.461	0	0.907	0.695
Eip78C	schlank	3236217	3224286	FBpp0297287	FBpp0070899	0	0	0	0	0	0	0	0.695	0.695
pnr	bin	3230268	3227177	FBpp0082675	FBpp0076609	0	0	0	0	0	0.143	0	0.658	0.694
bin	org-1	3227177	3224435	FBpp0076609	FBpp0071187	0	0	0	0	0	0.050	0	0.690	0.693
CG7928	Elba2	3231482	3227567	FBpp0084965	FBpp0077377	0	0	0	0	0.109	0	0	0.670	0.693
ttk	ac	3231602	3223852	FBpp0085186	FBpp0070071	0	0	0	0	0	0.476	0	0.438	0.692
sv	abd-A	3233094	3230344	FBpp0088366	FBpp0082829	0	0	0	0	0.045	0.502	0	0.404	0.692
pnt	gcm	3233173	3228605	FBpp0088658	FBpp0079451	0	0	0	0	0	0	0	0.691	0.691
dm	foxo	3237064	3236007	FBpp0303995	FBpp0293589	0	0	0	0	0	0.131	0	0.659	0.691
corto	Abd-B	3236520	3230343	FBpp0300441	FBpp0082826	0	0	0	0	0	0.476	0	0.434	0.690
dm	Dp	3237064	3232414	FBpp0303995	FBpp0086853	0	0	0	0	0.091	0.479	0	0.398	0.690
EcR	Hr38	3235496	3229364	FBpp0291631	FBpp0080927	0	0	0	0.578	0	0.508	0	0.877	0.689
Sox15	pnr	3232343	3230268	FBpp0086702	FBpp0082675	0	0	0	0	0.046	0.164	0	0.640	0.688
Mef2	Hand	3232741	3228715	FBpp0087529	FBpp0079662	0	0	0	0	0	0.065	0	0.680	0.688
ind	ac	3237702	3223852	FBpp0306007	FBpp0070071	0	0	0	0	0.046	0.058	0	0.681	0.688
ttk	mirr	3231602	3226707	FBpp0085186	FBpp0075643	0	0	0	0	0.071	0.437	0	0.449	0.686
eyg	N	3226738	3224059	FBpp0075711	FBpp0070483	0	0	0	0	0	0.463	0	0.439	0.686
da	ey	3237227	3233568	FBpp0304504	FBpp0099810	0	0	0	0	0.091	0.476	0	0.394	0.686
Usf	net	3236619	3234563	FBpp0301043	FBpp0288762	0	0	0	0	0	0	0	0.685	0.685
Rel	cad	3233097	3229371	FBpp0088375	FBpp0080942	0	0	0	0	0	0.122	0	0.656	0.685
tup	N	3229221	3224059	FBpp0080661	FBpp0070483	0	0	0	0	0	0.049	0	0.682	0.685
dpn	Antp	3232916	3229473	FBpp0087879	FBpp0081161	0	0	0	0	0	0	0	0.685	0.685
slp1	twi	3227473	3224776	FBpp0077188	FBpp0071864	0	0	0	0	0	0	0	0.684	0.685
EcR	fru	3235496	3235189	FBpp0291631	FBpp0290499	0	0	0	0	0.045	0.464	0	0.433	0.684
tin	twi	3230690	3224776	FBpp0083485	FBpp0071864	0	0	0	0	0	0.057	0	0.679	0.684
sv	Ets97D	3233094	3231215	FBpp0088366	FBpp0084458	0	0	0	0	0	0.573	0	0.288	0.682
Blimp-1	fkh	3237122	3234823	FBpp0304191	FBpp0289487	0	0	0	0	0.047	0.049	0	0.676	0.681
chn	ac	3236029	3223852	FBpp0293744	FBpp0070071	0	0	0	0	0	0.047	0	0.679	0.681
nau	fd59A	3230900	3224753	FBpp0083863	FBpp0071809	0	0	0	0	0.046	0	0	0.680	0.681
gcm	N	3228605	3224059	FBpp0079451	FBpp0070483	0	0	0	0	0	0	0	0.680	0.680
slou	org-1	3230711	3224435	FBpp0083521	FBpp0071187	0	0	0	0	0.043	0.100	0	0.659	0.680
Dll	CG11617	3234768	3227801	FBpp0289353	FBpp0077805	0	0	0	0	0	0.636	0	0.155	0.679
Dll	achi	3234768	3232514	FBpp0289353	FBpp0087053	0	0	0	0	0	0.636	0	0.155	0.679
bsh	fd59A	3233226	3224753	FBpp0088920	FBpp0071809	0	0	0	0	0.254	0.100	0	0.557	0.676
Myb	Pdp1	3233299	3227125	FBpp0089402	FBpp0076495	0	0	0	0	0	0.666	0	0.071	0.676
kay	Mef2	3234489	3232741	FBpp0288515	FBpp0087529	0	0	0	0	0	0.101	0	0.655	0.676
dm	grn	3237064	3234744	FBpp0303995	FBpp0289317	0	0	0	0	0	0.100	0	0.652	0.674
Med	sna	3231597	3229047	FBpp0085176	FBpp0080298	0	0	0	0	0	0.100	0	0.653	0.674
hth	ftz	3229770	3229462	FBpp0081732	FBpp0081139	0	0	0	0	0	0.370	0	0.502	0.673
dm	p53	3237064	3230850	FBpp0303995	FBpp0083753	0	0	0	0	0	0.492	0	0.382	0.673
ems	hkb	3230090	3228182	FBpp0082326	FBpp0078591	0	0	0	0	0.074	0.050	0	0.658	0.673
foxo	p53	3236007	3230850	FBpp0293589	FBpp0083753	0	0	0	0	0	0.048	0	0.670	0.673
Mef2	mirr	3232741	3226707	FBpp0087529	FBpp0075643	0	0	0	0	0.050	0.183	0	0.613	0.673
cic	mirr	3235998	3226707	FBpp0293566	FBpp0075643	0	0	0	0	0	0.476	0	0.401	0.672
bap	Hand	3230691	3228715	FBpp0083486	FBpp0079662	0	0	0	0	0.056	0.100	0	0.645	0.672
eve	ftz	3232718	3229462	FBpp0087478	FBpp0081139	0	0	0	0.596	0.047	0.476	0	0.918	0.671
ss	Hr96	3236168	3231041	FBpp0297168	FBpp0084131	0	0	0	0	0	0.071	0	0.661	0.671
foxo	N	3236007	3224059	FBpp0293589	FBpp0070483	0	0	0	0	0.043	0.046	0	0.668	0.670
pnt	bin	3233173	3227177	FBpp0088658	FBpp0076609	0	0	0	0	0.094	0.155	0	0.604	0.670
dm	prd	3237064	3228836	FBpp0303995	FBpp0079882	0	0	0	0	0	0.479	0	0.392	0.670
Myb	gt	3233299	3224035	FBpp0089402	FBpp0070444	0	0	0	0	0	0.666	0	0.052	0.669
Antp	twi	3229473	3224776	FBpp0081161	FBpp0071864	0	0	0	0	0.073	0.251	0	0.559	0.668
en	odd	3232592	3227503	FBpp0087197	FBpp0077246	0	0	0	0	0.071	0	0	0.658	0.668
ttk	lz	3231602	3224470	FBpp0085186	FBpp0071255	0	0	0	0	0	0.476	0	0.393	0.668
zfh1	twi	3231529	3224776	FBpp0085063	FBpp0071864	0	0	0	0	0	0	0	0.668	0.668
Kr	sv	3237497	3233094	FBpp0305365	FBpp0088366	0	0	0	0	0	0.050	0	0.664	0.668
ems	slp2	3230090	3227474	FBpp0082326	FBpp0077189	0	0	0	0	0.058	0.052	0	0.657	0.668
Myb	vri	3233299	3228239	FBpp0089402	FBpp0078706	0	0	0	0	0	0.666	0	0.046	0.667
Abd-B	CG11617	3230343	3227801	FBpp0082826	FBpp0077805	0	0	0	0	0.046	0.636	0	0.118	0.667
Hsf	Tbp	3233744	3224643	FBpp0110266	FBpp0071596	0	0	0	0	0.073	0.447	0	0.402	0.667
Myb	CG7786	3233299	3232167	FBpp0089402	FBpp0086334	0	0	0	0	0	0.666	0	0	0.666
foxo	ey	3236007	3233568	FBpp0293589	FBpp0099810	0	0	0	0	0	0.479	0	0.385	0.666
CrebA	CrebB-17A	3233289	3226027	FBpp0089339	FBpp0074326	0	0	0	0	0	0.172	0	0.612	0.665
HLH54F	tup	3233129	3229221	FBpp0088516	FBpp0080661	0	0	0	0	0	0.100	0	0.642	0.664
kay	Atf3	3234489	3223936	FBpp0288515	FBpp0070234	0	0	0	0.552	0	0.476	0	0.812	0.664
pan	cad	3233954	3229371	FBpp0111569	FBpp0080942	0	0	0	0	0	0.156	0	0.617	0.663
dm	sima	3237064	3231463	FBpp0303995	FBpp0084931	0	0	0	0	0	0.114	0	0.634	0.662
Clk	ftz-f1	3233515	3226294	FBpp0099478	FBpp0074853	0	0	0	0	0.054	0.645	0	0.076	0.662
dm	sc	3237064	3223853	FBpp0303995	FBpp0070072	0	0	0	0	0	0.461	0	0.398	0.662
cic	pnt	3235998	3233173	FBpp0293566	FBpp0088658	0	0	0	0	0.073	0	0	0.650	0.661
ftz-f1	cyc	3226294	3226217	FBpp0074853	FBpp0074693	0	0	0	0	0.050	0.645	0	0.076	0.661
pros	dmrt93B	3235877	3230660	FBpp0293146	FBpp0083410	0	0	0	0	0.088	0	0	0.644	0.661
Hsf	sima	3233744	3231463	FBpp0110266	FBpp0084931	0	0	0	0	0	0.056	0	0.654	0.660
fkh	pnt	3234823	3233173	FBpp0289487	FBpp0088658	0	0	0	0	0.047	0.141	0	0.617	0.659
achi	Abd-B	3232514	3230343	FBpp0087053	FBpp0082826	0	0	0	0	0.046	0.636	0	0.097	0.659
hth	PHDP	3229770	3224931	FBpp0081732	FBpp0072133	0	0	0	0	0	0	0	0.658	0.658
CG8145	CG12219	3229602	3224282	FBpp0081394	FBpp0070886	0	0	0	0	0	0	0	0.658	0.658
ey	slp1	3233568	3227473	FBpp0099810	FBpp0077188	0	0	0	0	0.053	0.052	0	0.648	0.657
dpn	ttk	3232916	3231602	FBpp0087879	FBpp0085186	0	0	0	0	0	0	0	0.657	0.657
fd102C	zfh2	3233081	3233047	FBpp0088311	FBpp0088139	0	0	0	0	0	0	0	0.657	0.657
CG32006	jumu	3233067	3229765	FBpp0088237	FBpp0081715	0	0	0	0	0	0	0	0.656	0.656
Ubx	Antp	3230325	3229473	FBpp0082793	FBpp0081161	0	0	0	0.691	0.107	0.476	0	0.951	0.655
ey	slp2	3233568	3227474	FBpp0099810	FBpp0077189	0	0	0	0	0.053	0.052	0	0.646	0.655
lola	N	3233098	3224059	FBpp0088384	FBpp0070483	0	0	0	0	0.090	0.428	0	0.391	0.655
sbb	net	3235243	3234563	FBpp0290765	FBpp0288762	0	0	0	0	0	0	0	0.655	0.655
kay	Myb	3234489	3233299	FBpp0288515	FBpp0089402	0	0	0	0	0	0.141	0	0.614	0.655
prd	odd	3228836	3227503	FBpp0079882	FBpp0077246	0	0	0	0	0	0.048	0	0.650	0.653
sd	kay	3236737	3234489	FBpp0301994	FBpp0288515	0	0	0	0	0.049	0.408	0	0.433	0.653
pnt	N	3233173	3224059	FBpp0088658	FBpp0070483	0	0	0	0	0	0.270	0	0.543	0.653
Hr39	ftz-f1	3229398	3226294	FBpp0081008	FBpp0074853	0	0	0	0.628	0	0.586	0	0.450	0.652
